会社名,仕事内容,勤務地,初年度年収,対象となる方,給与,情報更新日
株式会社ＩＣＥ,【企画型提案営業/反響営業】SNSやブログ等、あなたの得意な手法にてお任せします◆年休123日◆残業10時間程度◆働く環境抜群！,★転勤なし★駅チカ【東京/飯田橋】 ※東証一部上場「株式会社アイロムグループ」と同フロアにあります…,240万円～440万円,【人物重視の採用◆化粧品に興味がある方大歓迎】◆未経験OK◆第二新卒歓迎◆学歴不問◆業界の経験は不問です！＼女性社員も活躍中／,月給20万〜40万円+各種手当 ※前職を考慮し、経験・スキルに応じて金額を決定 ※残業手当は別途支給,2020/11/24
関西ビジネスインフォメーション株式会社,【大手ゼネコンと安定した取引を継続中！】◆建築物の環境性能を評価するシステム（CASBEE）を用い、お客様の省エネ建築のサポートを担当！,◆土佐堀事務所（大阪市）、東京オフィス（千代田区）のいずれかの勤務地への配属となります。 ◎転勤な…,414万円～450万円,豊富な休暇制度でメリハリをつけて働けるのが魅力！【必須条件】◆高卒以上◆Office系ソフト（Exel、Word）を使用した資料作成経験をお持ちの方　など,"月給22万5,000円〜24万5,000円 ※経験・能力等を考慮して優遇します。 ※試用期間6ヶ月あり（待遇変動な…",2020/11/20
株式会社MCアグリアライアンス,大手コンビニチェーンや輸入食品スーパーへの営業活動を通じ、PB（プライベートブランド）・NB（ナショナルブランド）の商品企画、開発に携わります。,本社／東京都千代田区大手町1丁目3番7号 【アクセス】 東京メトロ東西線「竹橋駅」より徒歩3分 東…,326万円～555万円,【20代～30代の若手活躍中】◆食品法人営業の経験（年数不問）☆チーム制の営業で風通し抜群 ☆スキルの幅を広げながら、裁量大きく活躍できます！,"月給20万4,000円〜34万7,000円 ※経験・スキル・年齢を考慮の上、決定します。 ※試用期間6ヶ月あり（期…",2020/11/20
大精建設株式会社,学校など公共施設の改修工事を中心に、戸建住宅の新築工事などの施工管理をお任せします。100%元請け！ほとんどの社員が19時には退社しています。,愛知県一宮市木曽川町黒田字往還東31 （JR東海道本線「木曽川駅」より徒歩8分） ※転勤なし・車通…,450万円～700万円,建築業または土木業の実務経験がある方（5年以上が目安）からのご応募をお待ちしています。施工管理技士資格をお持ちの方は優遇します。※要普免,月給30万円〜45万円＋諸手当 ※年齢・スキル・経験を考慮の上、決定いたします。 ※試用期間3ヶ月あり。…,2020/11/17
トーテックアメニティ株式会社,【自社内開発・請負多数】『アプリ開発』『インフラ設計/構築』など、あなたのご経験や希望に合ったお仕事をお任せします。,名古屋本社、もしくはご自宅近辺の愛知県内の顧客先 【名古屋本社】 愛知県名古屋市西区名駅2-27-…,380万円～500万円,【あなたの自己成長を最大限支援】◎大卒以上 ◎何かしらのシステム開発経験、またはネットワーク関連の業務経験をお持ちの方(使用言語等は不問),"月給210,000円〜400,000円 ※経験・年齢を考慮の上、当社規定により優遇します。 ※あくまでも目安の金額…",2020/11/17
トーテックアメニティ株式会社,【静岡オフィス開設メンバーの募集】医療機関に対して『電子カルテ』や『放射線システム』の提案を行って頂きます。,◆2021年4月までに静岡駅周辺に新オフィス開設予定 静岡県静岡市内,430万円～600万円,■医療システムの営業経験をお持ちの方 ■要普免,"月給270,000円〜400,000円 ※経験・年齢を考慮の上、当社規定により優遇します。 ※あくまでも目安の金額…",2020/11/24
トーテックアメニティ株式会社,『自動車』『航空機』『FAシステム・精密機器』などの開発プロジェクトの中から、あなたの希望に合ったお仕事をお任せします。,名古屋市中村区にある当社開発センター、もしくはご自宅近辺の愛知県内の顧客先 【名古屋開発センター】…,430万円～640万円,【未経験の方】◎高卒以上 ◎機械・電気・情報系学部卒 ／ 【経験者の方】◎何かしらの設計・開発経験をお持ちの方 ◎上位工程に関わりたい方,"月給230,000円〜420,000円 ※経験・年齢を考慮の上、当社規定により優遇します。 ※あくまでも目安の金額…",2020/11/17
株式会社SHOKEN,【産休・育休制度あり】受付・電話対応や人事・総務のアシスタント業務など、幅広い仕事をお任せします。,【転勤なし／マイカー通勤OK】 愛知県名古屋市名東区社台3丁目245番地5 ⇒東山線「上社駅」「一…,300万円～400万円,【事務やバックオフィス系の業務の経験者は歓迎します☆】◆ワークライフバランスを重視したい方はぜひ ◆できたばかりの新しいオフィスで働けます♪,"月給210,000円〜285,000円 ※経験・年齢を考慮の上、当社規定により優遇します。 ※試用期間3ヶ月あり。…",2020/11/17
日進化学株式会社,【大手化粧品・日用品メーカーや企画会社などに対して、OEM製品の商品企画・提案】※ノルマなし,【大阪本社】 大阪市中央区久太郎町1丁目6番29号　フォーキャスト堺筋本町２階 《アクセス》 大阪…,300万円～500万円,《人物重視の採用》■大卒以上 ■基本的なPCスキル(Word/Excel) ■営業経験(業界/年数不問)または化学品業界での経験 ■要普通自動車免許(AT限定可),■月給23万円〜30万円＋諸手当＋賞与年2回以上 ※経験や能力を考慮し、決定します ※試用期間3ヶ月あり…,2020/11/17
株式会社ティ・シー・シー,【ワンストップで付加価値の高いサービスを提供！】■建築・内装・店舗内装の施工管理業務（打ち合わせや進捗管理など）をお任せします。,【転勤なし／アクセス良好◎岡山駅から徒歩２分】 本社 岡山県岡山市北区本町6-36 第一セントラル…,393万円～557万円,【各種手当・福利厚生も充実◎】■年齢不問 ■必須条件：高卒以上／1・2級建築施工管理技士資格をお持ちの方　★働き方改革も進行中,"月給 261,823円〜332,465円＋諸手当 ※上記は26時間分の固定残業代（42,623円〜）を含む。 　超過分は別…",2020/11/13
株式会社パーク,クリエイティブツールや広告プロモーション制作などのディレクター業務。ある程度実績を積み重ねて、当社の顔としてプロジェクトを引っ張る存在へ！,東京都港区北青山3-10-6 第二秋月ビル4F,336万円～900万円,「Photoshop、Illustrator、Microsoft Officeの操作が可能な方」「WEBディレクターもしくはプロデューサーとしての実務経験が2年以上の方」,"月給280,000円〜750,000円 経験・スキルに応じて決定していきます。 上記には固定残業手当45時間分含む：…",2020/11/13
株式会社YKP建築設計コンサルタント,自走式立体駐車場or一般建築物の建築構造に関わる全業務を担当。構造設計業務、地盤調査計画、コストチェック、耐震診断、構造図作成、現場監理など,★転勤無し・U/Iターン歓迎★ ※勤務地は希望を考慮いたします ■東京本店 東京都港区芝大門2-1…,300万円～600万円,【第二新卒歓迎・学歴不問】◆構造設計業務or設計監理業務の知識をお持ちの方 ◇構造設計1級建築士または建築士の有資格者は活かせます！,月給25万〜40万円 ※前職の給与を最大限考慮します！ ※経験・年齢・スキル・資格などを考慮し、話し合い…,2020/11/13
プライムメディカ株式会社,《医療機関・医療機器商社への新規営業 および 商品提案》業績に直接貢献できる新規中心(7割)の営業です。直行直帰で効率的なアプローチが可能！,埼玉県川口市本町4-7-21 オーベル川口本町 2F 「川口」駅より徒歩3分,400万円～650万円,《年齢不問・男女歓迎・医療関係の営業経験者を募集》平均年齢30代前半の若いメンバー活躍中。整形外科領域を中心に、医療・福祉業界を支えます！,【月給】24万円以上 ※年齢や経験、スキルを考慮し、当社規定により優遇します。 ※上記月給には、20時間…,2020/11/13
神稲建設株式会社,リニア中央新幹線、合同庁舎、学校、病院、工場、店舗など、公共・民間問わず多彩な案件の施工管理を担当。着実に技術を習得していけます。,本社または長野県・愛知県・静岡県の各支店 ※マイカー通勤OKです。 【本社】 長野県飯田市主税町1…,300万円～500万円,≪未経験・第二新卒歓迎！≫ ◎基本的なPCスキル（Word、Excel） ◎要普通自動車免許 ※U・Iターン歓迎！ 建設に興味のある方をお待ちしています。,月給20万〜35万円 ※あなたの年齢、経験、能力などを考慮の上、 　当社の規定により優遇いたします。 ★…,2020/11/13
グリーンリバー株式会社,＼ スターティングメンバー募集 ／ 橋梁補修工事の営業を担当していただきます。★新事業の立ち上げに興味がある方は大歓迎です！,・福岡オフィス（ 福岡市博多区 ） ・東京オフィス（ 千代田区神田 ） いずれかの希望勤務地に配属…,,■橋梁工事での営業もしくは施工管理の経験が3年以上ある方 ■運転免許（ AT限定可 ）■学歴不問 ★福利厚生や手当も充実！事業の将来性も抜群です！,"月給300,000円以上 ※経験や年齢を考慮し決定します。 　詳しくは面接時に話し合いましょう。 ※上記に…",2020/11/13
株式会社パーク,企業のブランディングや広告プロモーションを中心に、WEBサイト、グラフィック、CI、映像などの企画からアートディレクション、デザインワークを担当,東京都港区北青山3-10-6 第二秋月ビル4F,450万円～900万円,「Photoshop、Illustrator、Microsoft Officeの操作が可能な方」「アートディレクターの実務経験が2年以上またはデザイナーの実務経験が5年以上の方」,"月給375,000円〜750,000円 経験・スキルに応じて決定していきます。 上記には固定残業手当45時間分含む：…",2020/11/13
